DATAFLOW,FREQ,REF_AREA,DATA_TYPE_AGGR,VALUATION,ADJUSTMENT,EDITION,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE_AGGR,NOTE_VALUATION,NOTE_ADJUSTMENT,NOTE_EDITION,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,V,N,2020M12,2018,2610.9,,,,,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,V,N,2020M12,2019,2678.6,,,,,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,V,N,2020M5,2013,2185.3,,,,,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,V,N,2020M5,2014,2253.6,,,,,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,V,N,2020M5,2015,2289.8,,,,,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,V,N,2020M5,2016,2402.9,,,,,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,V,N,2020M5,2017,2493.1,,,,,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,V,N,2020M5,2018,2545.4,,,,,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,V,N,2021M12,2013,2185.3,,,,,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,V,N,2021M12,2014,2253.6,,,,,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,V,N,2021M12,2015,2289.8,,,,,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,V,N,2021M12,2016,2402.9,,,,,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,V,N,2021M12,2017,2509,,,,,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,V,N,2021M12,2018,2613,,,,,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,V,N,2021M12,2019,2717.3,,,,,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,V,N,2021M12,2020,2339.2,,,,,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,V,N,2022M12,2013,2185.3,,,,,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,V,N,2022M12,2014,2253.6,,,,,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,V,N,2022M12,2015,2289.8,,,,,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,V,N,2022M12,2016,2402.9,,,,,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,V,N,2022M12,2017,2509,,,,,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,V,N,2022M12,2018,2613,,,,,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,V,N,2022M12,2019,2715.1,,,,,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,V,N,2022M12,2020,2327.3,,,,,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,V,N,2022M12,2021,2698.2,,,,,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,V,N,2023M12,2013,2185.3,,,,,,,,,,
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,V,N,2023M12,2014,2253.6,,,,,,,,,,
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,V,N,2023M12,2015,2289.8,,,,,,,,,,
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,V,N,2023M12,2016,2402.9,,,,,,,,,,
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,V,N,2023M12,2017,2509,,,,,,,,,,
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,V,N,2023M12,2018,2613,,,,,,,,,,
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,V,N,2023M12,2019,2715.1,,,,,,,,,,
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,V,N,2023M12,2020,2328.8,,,,,,,,,,
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,V,N,2023M12,2021,2687.8,,,,,,,,,,
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,V,N,2023M12,2022,2895.1,,,,,,,,,,
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2020M1,2017,2406.1,,,,,VAL__Y_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2020M1,2018,2501.3,,,,,VAL__Y_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2020M12,2013,2138.2,,,,,VAL__Y_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2020M12,2014,2190,,,,,VAL__Y_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2020M12,2015,2275.4,,,,,VAL__Y_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2020M12,2016,2296.9,,,,,VAL__Y_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2020M12,2017,2460.7,,,,,VAL__Y_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2020M12,2018,2588.6,,,,,VAL__Y_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2020M12,2019,2645.4,,,,,VAL__Y_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2020M5,2013,2138.2,,,,,VAL__Y_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2020M5,2014,2190,,,,,VAL__Y_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2020M5,2015,2275.4,,,,,VAL__Y_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2020M5,2016,2296.9,,,,,VAL__Y_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2020M5,2017,2460.9,,,,,VAL__Y_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2020M5,2018,2504.9,,,,,VAL__Y_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2021M12,2013,2138.2,,,,,VAL__Y_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2021M12,2014,2190,,,,,VAL__Y_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2021M12,2015,2275.4,,,,,VAL__Y_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2021M12,2016,2296.9,,,,,VAL__Y_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2021M12,2017,2460.7,,,,,VAL__Y_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2021M12,2018,2592.6,,,,,VAL__Y_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2021M12,2019,2650.9,,,,,VAL__Y_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2021M12,2020,2415.7,,,,,VAL__Y_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2022M12,2013,2138.2,,,,,VAL__Y_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2022M12,2014,2190,,,,,VAL__Y_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2022M12,2015,2275.4,,,,,VAL__Y_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2022M12,2016,2296.9,,,,,VAL__Y_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2022M12,2017,2460.7,,,,,VAL__Y_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2022M12,2018,2592.6,,,,,VAL__Y_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2022M12,2019,2652.4,,,,,VAL__Y_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2022M12,2020,2337.5,,,,,VAL__Y_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2022M12,2021,2488.2,,,,,VAL__Y_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2023M12,2013,2138.2,,,,,,,,,,
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2023M12,2014,2190,,,,,,,,,,
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2023M12,2015,2275.4,,,,,,,,,,
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2023M12,2016,2296.9,,,,,,,,,,
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2023M12,2017,2460.7,,,,,,,,,,
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2023M12,2018,2592.6,,,,,,,,,,
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2023M12,2019,2652.4,,,,,,,,,,
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2023M12,2020,2342.4,,,,,,,,,,
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2023M12,2021,2512.9,,,,,,,,,,
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD1,D21X31_C_W2_S1,Y,N,2023M12,2022,2845.6,,,,,,,,,,
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2020M12,2013,17430.5,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__L_2015_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2020M12,2014,17507.1,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__L_2015_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2020M12,2015,17379.7,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__L_2015_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2020M12,2016,17662,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__L_2015_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2020M12,2017,17874.4,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__L_2015_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2020M12,2018,18413.5,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__L_2015_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2020M12,2019,18346.1,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__L_2015_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2020M5,2013,17430.5,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__L_2015_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2020M5,2014,17507.1,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__L_2015_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2020M5,2015,17379.7,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__L_2015_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2020M5,2016,17662,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__L_2015_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2020M5,2017,17877.2,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__L_2015_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2020M5,2018,18004.6,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__L_2015_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2021M12,2013,17430.5,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__L_2015_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2021M12,2014,17507.1,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__L_2015_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2021M12,2015,17379.7,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__L_2015_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2021M12,2016,17662,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__L_2015_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2021M12,2017,17874.4,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__L_2015_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2021M12,2018,18443.5,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__L_2015_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2021M12,2019,18714.9,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__L_2015_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2021M12,2020,17316.3,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__L_2015_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2022M12,2013,17430.5,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__L_2015_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2022M12,2014,17507.1,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__L_2015_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2022M12,2015,17379.7,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__L_2015_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2022M12,2016,17662,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__L_2015_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2022M12,2017,17874.4,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__L_2015_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2022M12,2018,18443.5,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__L_2015_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2022M12,2019,18726.5,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__L_2015_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2022M12,2020,17407.9,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__L_2015_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2022M12,2021,18461.3,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__L_2015_N1,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2023M12,2013,17430.5,,,,,,,,,,
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2023M12,2014,17507.1,,,,,,,,,,
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2023M12,2015,17379.7,,,,,,,,,,
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2023M12,2016,17662,,,,,,,,,,
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2023M12,2017,17874.4,,,,,,,,,,
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2023M12,2018,18443.5,,,,,,,,,,
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2023M12,2019,18726.5,,,,,,,,,,
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2023M12,2020,17418.6,,,,,,,,,,
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2023M12,2021,18399.6,,,,,,,,,,
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,L_2015,N,2023M12,2022,19398.6,,,,,,,,,,
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,V,N,2020M1,2016,17670.4,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,V,N,2020M1,2017,18061,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,V,N,2020M1,2018,18420.8,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,V,N,2020M12,2013,17438.5,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,V,N,2020M12,2014,17423.3,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,V,N,2020M12,2015,17379.7,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,V,N,2020M12,2016,17651.3,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,V,N,2020M12,2017,17997.6,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,V,N,2020M12,2018,18734.7,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,V,N,2020M12,2019,18788.1,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,V,N,2020M5,2013,17438.5,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,V,N,2020M5,2014,17423.3,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,V,N,2020M5,2015,17379.7,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,V,N,2020M5,2016,17651.3,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,V,N,2020M5,2017,17997.6,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,V,N,2020M5,2018,18389,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,V,N,2021M12,2013,17438.5,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,V,N,2021M12,2014,17423.3,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,V,N,2021M12,2015,17379.7,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,V,N,2021M12,2016,17651.3,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,V,N,2021M12,2017,17997.6,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,V,N,2021M12,2018,18742,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,V,N,2021M12,2019,19232.7,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,V,N,2021M12,2020,18097.1,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__V_N3,,,,EURO,6
IT1:93_498_DF_DCCN_PILT_1(1.0),A,ITD2,B1G_B_W2_S1,V,N,2022M12,2013,17438.5,,,,TIPO_DATO_PIL_SEC2010__B1G_B_W2_S1_N1,VAL__V_N3,,,,EURO,6
